order_id,customer_id,product_id,order_date,quantity,total_amount,order_status
ORD-90631,CUST-1083,PROD-5045,2026-08-04 22:35:06,3,17547.3,Delivered
ORD-90444,CUST-1199,PROD-5044,2026-08-05 01:38:21,1,759.05,Cancelled
ORD-90054,CUST-1021,PROD-5042,2026-08-05 04:43:39,2,1700.0,Delivered
ORD-90576,CUST-1059,PROD-5048,2026-08-05 18:10:17,2,798.4,Delivered
ORD-90642,CUST-1038,PROD-5004,2026-08-05 20:29:27,1,999.0,Delivered
ORD-90341,CUST-1128,PROD-5048,2026-08-05 20:56:20,1,474.05,Delivered
ORD-90121,CUST-1027,PROD-5048,2026-08-05 22:19:51,2,998.0,In-Transit
ORD-90595,CUST-1014,PROD-5030,2026-08-06 03:23:34,4,1980.0,Delivered
ORD-90460,CUST-1103,PROD-5040,2026-08-06 09:59:53,1,1777.5,Delivered
ORD-90609,CUST-1198,PROD-5010,2026-08-06 10:15:41,4,6460.0,Delivered
ORD-90059,CUST-1140,PROD-5037,2026-08-06 19:00:40,1,719.2,Delivered
ORD-90443,CUST-1024,PROD-5031,2026-08-07 00:59:32,1,216.0,Cancelled
ORD-90421,CUST-1145,PROD-5037,2026-08-07 01:05:19,3,2697.0,Cancelled
ORD-90596,CUST-1170,PROD-5055,2026-08-07 04:17:26,1,199.0,Delivered
ORD-90286,CUST-1154,PROD-5026,2026-08-07 06:17:39,1,4999.0,Delivered
ORD-90245,CUST-1121,PROD-5032,2026-08-07 08:40:11,1,585.0,Delivered
ORD-90314,CUST-1078,PROD-5027,2026-08-07 11:34:49,1,513.0,Delivered
ORD-90436,CUST-1185,PROD-5047,2026-08-07 11:57:19,2,2798.4,Delivered
ORD-90746,CUST-1110,PROD-5045,2026-08-08 15:08:40,2,12998.0,Delivered
ORD-90423,CUST-1060,PROD-5003,2026-08-08 19:50:05,1,1529.15,Delivered
ORD-90360,CUST-1089,PROD-5059,2026-08-09 13:29:19,1,1799.1,In-Transit
ORD-90177,CUST-1031,PROD-5033,2026-08-09 17:55:30,3,825.0,Cancelled
ORD-90432,CUST-1030,PROD-5031,2026-08-10 02:47:49,1,240.0,Delivered
ORD-90323,CUST-1075,PROD-5024,2026-08-10 09:57:38,1,1215.0,Delivered
ORD-90100,CUST-1166,PROD-5007,2026-08-10 11:41:52,2,31998.4,Cancelled
ORD-90333,CUST-1004,PROD-5046,2026-08-10 15:22:39,1,449.1,Cancelled
ORD-90734,CUST-1115,PROD-5025,2026-08-10 18:00:30,1,1519.05,In-Transit
ORD-90025,CUST-1045,PROD-5041,2026-08-10 19:12:17,1,988.0,In-Transit
ORD-90127,CUST-1132,PROD-5058,2026-08-10 21:45:51,2,2598.0,Cancelled
ORD-90144,CUST-1058,PROD-5034,2026-08-11 00:56:57,1,799.0,Delivered
ORD-90003,CUST-1196,PROD-5016,2026-08-11 02:37:23,2,22098.3,Delivered
ORD-90158,CUST-1094,PROD-5035,2026-08-11 14:44:26,1,413.25,In-Transit
ORD-90090,CUST-1138,PROD-5039,2026-08-11 22:08:09,3,2997.0,Delivered
ORD-90588,CUST-1060,PROD-5013,2026-08-12 02:00:19,1,1349.1,Cancelled
ORD-90389,CUST-1199,PROD-5014,2026-08-12 02:13:10,1,2490.0,Delivered
ORD-90658,CUST-1002,PROD-5008,2026-08-12 04:13:35,1,1614.05,Delivered
ORD-90490,CUST-1034,PROD-5037,2026-08-12 05:02:50,1,899.0,Delivered
ORD-90250,CUST-1108,PROD-5035,2026-08-12 09:58:07,3,1239.75,In-Transit
ORD-90450,CUST-1168,PROD-5014,2026-08-12 13:13:31,2,4731.0,Delivered
ORD-90620,CUST-1158,PROD-5032,2026-08-12 13:40:21,1,617.5,Delivered
ORD-90274,CUST-1192,PROD-5054,2026-08-12 18:16:34,1,1475.0,Delivered
ORD-90312,CUST-1006,PROD-5004,2026-08-12 22:28:00,1,949.05,Delivered
ORD-90095,CUST-1174,PROD-5038,2026-08-13 01:40:15,1,3299.0,Delivered
ORD-90537,CUST-1149,PROD-5051,2026-08-13 03:08:05,1,356.25,Delivered
ORD-90112,CUST-1138,PROD-5045,2026-08-13 07:07:47,4,25996.0,Delivered
ORD-90356,CUST-1156,PROD-5059,2026-08-13 11:21:22,2,3998.0,In-Transit
ORD-90369,CUST-1179,PROD-5019,2026-08-13 13:18:58,2,2398.4,Delivered
ORD-90183,CUST-1163,PROD-5054,2026-08-13 15:45:41,3,3540.0,Delivered
ORD-90304,CUST-1064,PROD-5015,2026-08-13 16:03:34,3,5670.0,Delivered
ORD-90262,CUST-1156,PROD-5044,2026-08-13 16:41:44,1,759.05,Cancelled
ORD-90693,CUST-1054,PROD-5053,2026-08-13 18:33:12,1,351.0,Delivered
ORD-90694,CUST-1088,PROD-5035,2026-08-13 18:53:41,1,391.5,Delivered
ORD-90649,CUST-1135,PROD-5014,2026-08-14 02:48:01,1,2490.0,Delivered
ORD-90543,CUST-1076,PROD-5035,2026-08-14 08:25:53,1,413.25,Delivered
ORD-90240,CUST-1049,PROD-5027,2026-08-14 09:10:19,1,432.0,Delivered
ORD-90358,CUST-1132,PROD-5020,2026-08-15 05:12:01,1,3499.0,Cancelled
ORD-90161,CUST-1107,PROD-5028,2026-08-15 06:40:28,1,166.5,Delivered
ORD-90313,CUST-1065,PROD-5031,2026-08-15 06:56:34,1,216.0,Delivered
ORD-90704,CUST-1014,PROD-5001,2026-08-15 13:52:04,1,1039.2,Delivered
ORD-90004,CUST-1115,PROD-5034,2026-08-15 15:47:16,1,679.15,Delivered
ORD-90126,CUST-1044,PROD-5021,2026-08-15 17:07:42,1,1234.05,In-Transit
ORD-90679,CUST-1070,PROD-5010,2026-08-15 18:31:34,2,3610.0,Delivered
ORD-90194,CUST-1176,PROD-5020,2026-08-15 20:09:44,2,6998.0,Cancelled
ORD-90104,CUST-1100,PROD-5001,2026-08-15 20:18:21,1,1299.0,Delivered
ORD-90666,CUST-1193,PROD-5020,2026-08-15 22:46:43,3,9447.3,Delivered
ORD-90457,CUST-1179,PROD-5044,2026-08-16 05:52:47,1,759.05,Delivered
ORD-90028,CUST-1058,PROD-5020,2026-08-16 09:32:48,1,3324.05,Delivered
ORD-90556,CUST-1095,PROD-5051,2026-08-16 13:32:26,1,337.5,Delivered
ORD-90230,CUST-1023,PROD-5053,2026-08-16 16:01:12,2,702.0,Delivered
ORD-90284,CUST-1067,PROD-5042,2026-08-17 01:56:13,4,3060.0,Delivered
ORD-90599,CUST-1118,PROD-5036,2026-08-17 08:20:49,1,168.0,Delivered
ORD-90630,CUST-1117,PROD-5038,2026-08-17 09:07:01,3,8412.45,Delivered
ORD-90175,CUST-1010,PROD-5036,2026-08-17 15:34:41,2,319.2,Delivered
ORD-90345,CUST-1154,PROD-5031,2026-08-18 03:52:07,2,432.0,Delivered
ORD-90348,CUST-1127,PROD-5009,2026-08-18 04:47:29,2,70110.0,Delivered
ORD-90016,CUST-1119,PROD-5044,2026-08-18 15:13:14,1,759.05,Cancelled
ORD-90610,CUST-1143,PROD-5035,2026-08-18 16:50:08,1,435.0,Cancelled
ORD-90176,CUST-1107,PROD-5059,2026-08-18 20:47:06,1,1699.15,Delivered
ORD-90572,CUST-1188,PROD-5005,2026-08-19 12:07:46,1,15674.05,Delivered
ORD-90385,CUST-1066,PROD-5035,2026-08-19 13:58:15,1,369.75,Cancelled
ORD-90203,CUST-1111,PROD-5053,2026-08-19 16:05:32,1,390.0,Delivered
ORD-90672,CUST-1034,PROD-5014,2026-08-19 16:44:38,1,2365.5,Cancelled
ORD-90566,CUST-1102,PROD-5001,2026-08-20 00:51:54,1,1299.0,Delivered
ORD-90335,CUST-1111,PROD-5043,2026-08-20 02:26:37,1,2199.0,Delivered
ORD-90633,CUST-1182,PROD-5025,2026-08-20 03:28:39,2,3038.1,In-Transit
ORD-90331,CUST-1176,PROD-5057,2026-08-20 05:21:50,5,1125.0,In-Transit
ORD-90505,CUST-1006,PROD-5009,2026-08-20 07:39:55,1,36900.0,Cancelled
ORD-90306,CUST-1075,PROD-5030,2026-08-20 07:56:33,1,470.25,Delivered
ORD-90266,CUST-1083,PROD-5018,2026-08-20 12:27:05,1,1079.1,Delivered
ORD-90604,CUST-1036,PROD-5006,2026-08-20 17:31:56,1,7599.2,Delivered
ORD-90713,CUST-1128,PROD-5055,2026-08-20 22:18:11,1,189.05,Delivered
ORD-90022,CUST-1075,PROD-5015,2026-08-21 01:07:06,1,1795.5,Cancelled
ORD-90730,CUST-1054,PROD-5037,2026-08-21 14:22:14,2,1798.0,Delivered
ORD-90190,CUST-1101,PROD-5045,2026-08-21 18:59:33,1,6174.05,Delivered
ORD-90723,CUST-1169,PROD-5019,2026-08-22 04:26:24,1,1499.0,Delivered
ORD-90103,CUST-1102,PROD-5002,2026-08-22 04:28:43,1,1999.0,Delivered
ORD-90184,CUST-1169,PROD-5025,2026-08-22 07:42:52,2,3198.0,Delivered
ORD-90390,CUST-1180,PROD-5057,2026-08-22 23:03:29,2,405.0,In-Transit
ORD-90725,CUST-1066,PROD-5001,2026-08-22 23:18:37,1,1299.0,Delivered
ORD-90622,CUST-1101,PROD-5040,2026-08-23 04:09:03,1,1876.25,Delivered
ORD-90565,CUST-1141,PROD-5060,2026-08-23 13:59:11,1,1439.2,Delivered
ORD-90612,CUST-1078,PROD-5029,2026-08-23 18:47:35,4,95.2,In-Transit
ORD-90455,CUST-1169,PROD-5008,2026-08-24 05:04:00,1,1529.1,In-Transit
ORD-90716,CUST-1188,PROD-5034,2026-08-24 17:57:59,2,1518.1,Delivered
ORD-90405,CUST-1014,PROD-5055,2026-08-24 20:06:30,4,636.8,Delivered
ORD-90382,CUST-1144,PROD-5053,2026-08-25 01:11:50,5,1950.0,Delivered
ORD-90579,CUST-1101,PROD-5029,2026-08-25 04:29:22,1,26.6,Delivered
ORD-90147,CUST-1098,PROD-5050,2026-08-25 05:58:11,3,2025.0,Delivered
ORD-90021,CUST-1139,PROD-5014,2026-08-25 11:41:31,3,7470.0,Delivered
ORD-90372,CUST-1166,PROD-5024,2026-08-25 15:03:25,1,1215.0,Delivered
ORD-90684,CUST-1137,PROD-5006,2026-08-25 18:01:02,2,18048.1,Delivered
ORD-90395,CUST-1159,PROD-5005,2026-08-25 19:01:54,2,32998.0,Cancelled
ORD-90516,CUST-1001,PROD-5034,2026-08-26 05:54:12,2,1598.0,Delivered
ORD-90120,CUST-1194,PROD-5003,2026-08-26 13:52:33,2,3418.1,In-Transit
ORD-90038,CUST-1185,PROD-5031,2026-08-26 21:26:53,2,408.0,Delivered
ORD-90213,CUST-1189,PROD-5004,2026-08-27 08:43:47,5,4995.0,Cancelled
ORD-90300,CUST-1044,PROD-5037,2026-08-27 10:45:08,1,809.1,Cancelled
ORD-90397,CUST-1023,PROD-5019,2026-08-27 14:26:11,3,4272.15,Cancelled
ORD-90611,CUST-1187,PROD-5002,2026-08-27 15:11:08,1,1599.2,In-Transit
ORD-90560,CUST-1192,PROD-5007,2026-08-27 19:08:22,1,18999.05,Delivered
ORD-90438,CUST-1150,PROD-5053,2026-08-28 00:45:47,1,351.0,Delivered
ORD-90416,CUST-1149,PROD-5026,2026-08-28 08:43:58,1,4249.15,Delivered
ORD-90738,CUST-1173,PROD-5038,2026-08-28 14:46:39,1,3299.0,Delivered
ORD-90227,CUST-1101,PROD-5055,2026-08-28 16:19:47,4,796.0,Delivered
ORD-90568,CUST-1081,PROD-5002,2026-08-28 19:33:29,2,3598.2,Delivered
ORD-90418,CUST-1058,PROD-5058,2026-08-28 22:27:20,1,1104.15,Delivered
ORD-90118,CUST-1145,PROD-5048,2026-08-29 00:19:58,2,948.1,Delivered
ORD-90119,CUST-1030,PROD-5018,2026-08-29 12:17:18,1,959.2,Delivered
ORD-90181,CUST-1127,PROD-5050,2026-08-29 15:53:26,1,637.5,Cancelled
ORD-90747,CUST-1019,PROD-5018,2026-08-29 21:34:34,1,1139.05,In-Transit
ORD-90719,CUST-1088,PROD-5035,2026-08-30 04:11:57,1,413.25,In-Transit
ORD-90298,CUST-1184,PROD-5012,2026-08-30 06:07:44,1,4490.0,In-Transit
ORD-90153,CUST-1156,PROD-5019,2026-08-30 06:15:42,4,5996.0,Cancelled
ORD-90613,CUST-1071,PROD-5010,2026-08-30 06:54:21,1,1900.0,Delivered
ORD-90191,CUST-1052,PROD-5009,2026-08-30 10:46:11,2,73800.0,Delivered
ORD-90076,CUST-1077,PROD-5031,2026-08-30 23:29:27,1,240.0,Delivered
ORD-90168,CUST-1134,PROD-5034,2026-08-31 00:59:03,2,1598.0,Delivered
ORD-90724,CUST-1130,PROD-5005,2026-08-31 04:35:58,1,16499.0,Delivered
ORD-90155,CUST-1166,PROD-5004,2026-08-31 04:46:48,3,2397.6,Delivered
ORD-90366,CUST-1016,PROD-5045,2026-08-31 07:22:13,1,5849.1,Delivered
ORD-90056,CUST-1112,PROD-5042,2026-08-31 07:27:30,1,680.0,In-Transit
ORD-90365,CUST-1069,PROD-5049,2026-08-31 12:50:43,1,349.0,Delivered
ORD-90645,CUST-1153,PROD-5037,2026-08-31 21:07:09,1,719.2,Cancelled
