payment_id,order_id,payment_method,gateway_name,payment_status,pg_metadata
PAY-4236,ORD-90717,COD,BillDesk,Pending,"{""bank_reference_no"": ""PEND1383060868"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""146.100.106.230""}"
PAY-4237,ORD-90624,Net Banking,PayU,Failed,"{""bank_reference_no"": ""FAIL7023245961"", ""error_code"": ""ERR_GATEWAY_COMMUNICATION_FAILURE"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""198.151.35.25""}"
PAY-4238,ORD-90530,Debit Card,PayU,Success,"{""bank_reference_no"": ""HDFC6577215453"", ""error_code"": null, ""processing_fee_inr"": 7.03, ""merchant_vpa"": null, ""ip_address"": ""19.38.114.49""}"
PAY-4239,ORD-90479,Debit Card,PhonePe,Success,"{""bank_reference_no"": ""YESB5858839243"", ""error_code"": null, ""processing_fee_inr"": 47.45, ""merchant_vpa"": null, ""ip_address"": ""179.55.90.245""}"
PAY-4240,ORD-90529,Net Banking,PayU,Success,"{""bank_reference_no"": ""AXIS6961799118"", ""error_code"": null, ""processing_fee_inr"": 35.37, ""merchant_vpa"": null, ""ip_address"": ""25.149.57.224""}"
PAY-4241,ORD-90542,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""AXIS8778161564"", ""error_code"": null, ""processing_fee_inr"": 1713.88, ""merchant_vpa"": null, ""ip_address"": ""209.120.194.12""}"
PAY-4242,ORD-90278,UPI,BillDesk,Success,"{""bank_reference_no"": ""HDFC9763614872"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""35.151.117.24""}"
PAY-4243,ORD-90404,UPI,BillDesk,Pending,"{""bank_reference_no"": ""PEND4065041081"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""55.253.101.122""}"
PAY-4244,ORD-90495,COD,Razorpay,Success,"{""bank_reference_no"": ""SBIN7305953323"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""23.208.119.35""}"
PAY-4245,ORD-90663,UPI,BillDesk,Success,"{""bank_reference_no"": ""SBIN9172908825"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""10.225.131.85""}"
PAY-4246,ORD-90042,Net Banking,BillDesk,Failed,"{""bank_reference_no"": ""FAIL9794925952"", ""error_code"": ""ERR_INSUFFICIENT_FUNDS"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""105.67.116.80""}"
PAY-4247,ORD-90602,COD,Razorpay,Failed,"{""bank_reference_no"": ""FAIL2773904836"", ""error_code"": ""ERR_BANK_DECLINED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""152.123.155.22""}"
PAY-4248,ORD-90393,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""SBIN3162277965"", ""error_code"": null, ""processing_fee_inr"": 24.3, ""merchant_vpa"": null, ""ip_address"": ""143.105.193.93""}"
PAY-4249,ORD-90287,Credit Card,PayU,Pending,"{""bank_reference_no"": ""PEND8915237420"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""20.148.107.158""}"
PAY-4250,ORD-90487,UPI,BillDesk,Success,"{""bank_reference_no"": ""SBIN8404930275"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""116.16.74.139""}"
PAY-4251,ORD-90037,Debit Card,BillDesk,Success,"{""bank_reference_no"": ""YESB8764588206"", ""error_code"": null, ""processing_fee_inr"": 42.8, ""merchant_vpa"": null, ""ip_address"": ""16.76.251.214""}"
PAY-4252,ORD-90508,COD,PayU,Pending,"{""bank_reference_no"": ""PEND1906531762"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""222.227.90.202""}"
PAY-4253,ORD-90475,UPI,PhonePe,Success,"{""bank_reference_no"": ""HDFC1076945301"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""213.14.34.230""}"
PAY-4254,ORD-90748,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC8111611033"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""86.29.191.66""}"
PAY-4255,ORD-90614,UPI,BillDesk,Success,"{""bank_reference_no"": ""YESB8412733036"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""197.50.85.125""}"
PAY-4256,ORD-90169,UPI,PhonePe,Success,"{""bank_reference_no"": ""AXIS8750872949"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""155.39.224.174""}"
PAY-4257,ORD-90522,UPI,PayU,Success,"{""bank_reference_no"": ""HDFC1819488717"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""157.60.204.64""}"
PAY-4258,ORD-90618,Debit Card,PayU,Success,"{""bank_reference_no"": ""HDFC6193601081"", ""error_code"": null, ""processing_fee_inr"": 85.94, ""merchant_vpa"": null, ""ip_address"": ""170.203.255.138""}"
PAY-4259,ORD-90058,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""YESB1819971340"", ""error_code"": null, ""processing_fee_inr"": 3.39, ""merchant_vpa"": null, ""ip_address"": ""198.55.221.156""}"
PAY-4260,ORD-90736,UPI,BillDesk,Success,"{""bank_reference_no"": ""AXIS1093702563"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""88.104.69.202""}"
PAY-4261,ORD-90677,UPI,PayU,Success,"{""bank_reference_no"": ""AXIS9434743977"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""146.239.146.191""}"
PAY-4262,ORD-90271,UPI,BillDesk,Success,"{""bank_reference_no"": ""YESB2042086420"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""199.151.40.124""}"
PAY-4263,ORD-90117,UPI,BillDesk,Failed,"{""bank_reference_no"": ""FAIL1033819777"", ""error_code"": ""ERR_GATEWAY_COMMUNICATION_FAILURE"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""89.84.225.159""}"
PAY-4264,ORD-90024,Net Banking,BillDesk,Success,"{""bank_reference_no"": ""AXIS2248867120"", ""error_code"": null, ""processing_fee_inr"": 43.14, ""merchant_vpa"": null, ""ip_address"": ""124.50.56.167""}"
PAY-4265,ORD-90279,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""ICIC4067853612"", ""error_code"": null, ""processing_fee_inr"": 12.68, ""merchant_vpa"": null, ""ip_address"": ""223.229.48.158""}"
PAY-4266,ORD-90452,UPI,PhonePe,Success,"{""bank_reference_no"": ""YESB5567743118"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""174.74.32.40""}"
PAY-4267,ORD-90132,Net Banking,BillDesk,Success,"{""bank_reference_no"": ""AXIS5797223937"", ""error_code"": null, ""processing_fee_inr"": 13.88, ""merchant_vpa"": null, ""ip_address"": ""183.93.33.63""}"
PAY-4268,ORD-90603,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""AXIS1089365072"", ""error_code"": null, ""processing_fee_inr"": 2.35, ""merchant_vpa"": null, ""ip_address"": ""150.140.109.51""}"
PAY-4269,ORD-90430,UPI,PhonePe,Success,"{""bank_reference_no"": ""AXIS8116581001"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""115.10.199.215""}"
PAY-4270,ORD-90525,UPI,PhonePe,Pending,"{""bank_reference_no"": ""PEND6184921425"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""136.192.253.177""}"
PAY-4271,ORD-90136,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""AXIS1554465497"", ""error_code"": null, ""processing_fee_inr"": 18.77, ""merchant_vpa"": null, ""ip_address"": ""130.133.230.71""}"
PAY-4272,ORD-90011,Credit Card,Razorpay,Pending,"{""bank_reference_no"": ""PEND7415500367"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""60.54.114.126""}"
PAY-4273,ORD-90708,UPI,Razorpay,Success,"{""bank_reference_no"": ""HDFC6415129153"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""87.89.226.236""}"
PAY-4274,ORD-90406,Credit Card,PayU,Success,"{""bank_reference_no"": ""YESB5568408912"", ""error_code"": null, ""processing_fee_inr"": 495.44, ""merchant_vpa"": null, ""ip_address"": ""178.226.95.98""}"
PAY-4275,ORD-90085,Credit Card,Razorpay,Failed,"{""bank_reference_no"": ""FAIL7383890366"", ""error_code"": ""ERR_INCORRECT_OTP"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""218.116.123.171""}"
PAY-4276,ORD-90518,Debit Card,Razorpay,Success,"{""bank_reference_no"": ""YESB3875420006"", ""error_code"": null, ""processing_fee_inr"": 6.85, ""merchant_vpa"": null, ""ip_address"": ""181.158.215.238""}"
PAY-4277,ORD-90373,COD,BillDesk,Success,"{""bank_reference_no"": ""AXIS4245983126"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""103.118.163.91""}"
PAY-4278,ORD-90241,COD,Razorpay,Success,"{""bank_reference_no"": ""YESB9770191959"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""12.92.69.163""}"
PAY-4279,ORD-90534,UPI,Razorpay,Success,"{""bank_reference_no"": ""SBIN7467776722"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""174.14.70.84""}"
PAY-4280,ORD-90196,Debit Card,Razorpay,Success,"{""bank_reference_no"": ""ICIC8074210432"", ""error_code"": null, ""processing_fee_inr"": 9.17, ""merchant_vpa"": null, ""ip_address"": ""223.107.76.35""}"
PAY-4281,ORD-90571,UPI,PayU,Success,"{""bank_reference_no"": ""AXIS9459525070"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""195.46.57.143""}"
PAY-4282,ORD-90023,Debit Card,Razorpay,Success,"{""bank_reference_no"": ""ICIC7329335818"", ""error_code"": null, ""processing_fee_inr"": 436.99, ""merchant_vpa"": null, ""ip_address"": ""186.214.193.95""}"
PAY-4283,ORD-90567,UPI,PhonePe,Success,"{""bank_reference_no"": ""SBIN7077415683"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""167.126.73.12""}"
PAY-4284,ORD-90691,Credit Card,PayU,Success,"{""bank_reference_no"": ""ICIC7569797910"", ""error_code"": null, ""processing_fee_inr"": 274.46, ""merchant_vpa"": null, ""ip_address"": ""203.41.2.41""}"
PAY-4285,ORD-90601,UPI,BillDesk,Success,"{""bank_reference_no"": ""AXIS9237833434"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""183.56.60.76""}"
PAY-4286,ORD-90264,Net Banking,PhonePe,Success,"{""bank_reference_no"": ""AXIS9632663990"", ""error_code"": null, ""processing_fee_inr"": 43.48, ""merchant_vpa"": null, ""ip_address"": ""220.183.152.78""}"
PAY-4287,ORD-90557,COD,Razorpay,Success,"{""bank_reference_no"": ""SBIN6647042627"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""195.118.141.188""}"
PAY-4288,ORD-90180,COD,PayU,Success,"{""bank_reference_no"": ""AXIS5558971767"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""89.64.181.168""}"
PAY-4289,ORD-90626,Debit Card,PayU,Success,"{""bank_reference_no"": ""YESB6565094025"", ""error_code"": null, ""processing_fee_inr"": 148.11, ""merchant_vpa"": null, ""ip_address"": ""71.232.224.186""}"
PAY-4290,ORD-90142,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""SBIN9200084089"", ""error_code"": null, ""processing_fee_inr"": 22.57, ""merchant_vpa"": null, ""ip_address"": ""24.99.160.83""}"
PAY-4291,ORD-90409,UPI,PayU,Success,"{""bank_reference_no"": ""AXIS8095445250"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""151.198.57.96""}"
PAY-4292,ORD-90305,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""ICIC9078724755"", ""error_code"": null, ""processing_fee_inr"": 35.3, ""merchant_vpa"": null, ""ip_address"": ""78.246.240.39""}"
PAY-4293,ORD-90515,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""ICIC7617643635"", ""error_code"": null, ""processing_fee_inr"": 0.38, ""merchant_vpa"": null, ""ip_address"": ""26.127.7.5""}"
PAY-4294,ORD-90636,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""YESB3730248478"", ""error_code"": null, ""processing_fee_inr"": 5.91, ""merchant_vpa"": null, ""ip_address"": ""215.21.112.169""}"
PAY-4295,ORD-90193,Net Banking,PhonePe,Success,"{""bank_reference_no"": ""ICIC3170137829"", ""error_code"": null, ""processing_fee_inr"": 0.41, ""merchant_vpa"": null, ""ip_address"": ""157.182.143.40""}"
PAY-4296,ORD-90217,Net Banking,PhonePe,Success,"{""bank_reference_no"": ""YESB2522451450"", ""error_code"": null, ""processing_fee_inr"": 5.37, ""merchant_vpa"": null, ""ip_address"": ""217.171.138.184""}"
PAY-4297,ORD-90166,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""AXIS4164784001"", ""error_code"": null, ""processing_fee_inr"": 27.28, ""merchant_vpa"": null, ""ip_address"": ""135.119.158.90""}"
PAY-4298,ORD-90673,COD,PayU,Success,"{""bank_reference_no"": ""SBIN6580028443"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""66.97.174.250""}"
PAY-4299,ORD-90192,Credit Card,PayU,Success,"{""bank_reference_no"": ""AXIS2063577070"", ""error_code"": null, ""processing_fee_inr"": 6.72, ""merchant_vpa"": null, ""ip_address"": ""63.135.41.104""}"
PAY-4300,ORD-90474,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""AXIS1420854556"", ""error_code"": null, ""processing_fee_inr"": 7.24, ""merchant_vpa"": null, ""ip_address"": ""79.6.246.179""}"
PAY-4301,ORD-90157,Net Banking,Razorpay,Success,"{""bank_reference_no"": ""HDFC5562087085"", ""error_code"": null, ""processing_fee_inr"": 20.91, ""merchant_vpa"": null, ""ip_address"": ""212.87.92.33""}"
PAY-4302,ORD-90081,UPI,BillDesk,Success,"{""bank_reference_no"": ""HDFC7555217903"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""55.190.167.22""}"
PAY-4303,ORD-90524,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""SBIN7804532904"", ""error_code"": null, ""processing_fee_inr"": 24.67, ""merchant_vpa"": null, ""ip_address"": ""154.210.249.4""}"
PAY-4304,ORD-90080,COD,BillDesk,Success,"{""bank_reference_no"": ""AXIS4538244882"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""137.227.180.3""}"
PAY-4305,ORD-90384,UPI,PayU,Success,"{""bank_reference_no"": ""AXIS8349335715"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""211.43.47.107""}"
PAY-4306,ORD-90036,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC7251034460"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""175.67.210.66""}"
PAY-4307,ORD-90550,UPI,PayU,Success,"{""bank_reference_no"": ""YESB5088043307"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""206.60.232.102""}"
PAY-4308,ORD-90563,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""HDFC5814084647"", ""error_code"": null, ""processing_fee_inr"": 5.11, ""merchant_vpa"": null, ""ip_address"": ""87.182.195.79""}"
PAY-4309,ORD-90499,UPI,PayU,Failed,"{""bank_reference_no"": ""FAIL6903259716"", ""error_code"": ""ERR_INCORRECT_OTP"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""119.29.121.102""}"
PAY-4310,ORD-90065,Credit Card,PayU,Success,"{""bank_reference_no"": ""ICIC2811432415"", ""error_code"": null, ""processing_fee_inr"": 13.92, ""merchant_vpa"": null, ""ip_address"": ""201.115.99.248""}"
PAY-4311,ORD-90163,UPI,PhonePe,Failed,"{""bank_reference_no"": ""FAIL3099352779"", ""error_code"": ""ERR_INSUFFICIENT_FUNDS"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""87.130.106.123""}"
PAY-4312,ORD-90407,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""HDFC7088438912"", ""error_code"": null, ""processing_fee_inr"": 9.37, ""merchant_vpa"": null, ""ip_address"": ""6.222.144.100""}"
PAY-4313,ORD-90293,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""AXIS3601503399"", ""error_code"": null, ""processing_fee_inr"": 8.89, ""merchant_vpa"": null, ""ip_address"": ""81.168.10.166""}"
PAY-4314,ORD-90720,Credit Card,BillDesk,Pending,"{""bank_reference_no"": ""PEND8160658584"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""96.250.46.223""}"
PAY-4315,ORD-90078,UPI,PhonePe,Failed,"{""bank_reference_no"": ""FAIL7973263691"", ""error_code"": ""ERR_BANK_DECLINED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""201.209.161.110""}"
PAY-4316,ORD-90683,UPI,BillDesk,Success,"{""bank_reference_no"": ""SBIN3323553486"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""77.147.36.70""}"
PAY-4317,ORD-90292,COD,BillDesk,Success,"{""bank_reference_no"": ""SBIN3774190383"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""129.93.235.170""}"
PAY-4318,ORD-90283,Net Banking,Razorpay,Failed,"{""bank_reference_no"": ""FAIL8333222223"", ""error_code"": ""ERR_UPI_PIN_EXCEEDED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""85.88.54.200""}"
PAY-4319,ORD-90501,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""ICIC4253932355"", ""error_code"": null, ""processing_fee_inr"": 17.5, ""merchant_vpa"": null, ""ip_address"": ""114.3.200.194""}"
PAY-4320,ORD-90350,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""YESB4852002754"", ""error_code"": null, ""processing_fee_inr"": 6.09, ""merchant_vpa"": null, ""ip_address"": ""163.72.133.164""}"
PAY-4321,ORD-90334,COD,PayU,Success,"{""bank_reference_no"": ""HDFC1883925729"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""77.66.16.252""}"
PAY-4322,ORD-90680,Net Banking,BillDesk,Success,"{""bank_reference_no"": ""HDFC7901388916"", ""error_code"": null, ""processing_fee_inr"": 29.25, ""merchant_vpa"": null, ""ip_address"": ""142.233.115.75""}"
PAY-4323,ORD-90439,UPI,Razorpay,Success,"{""bank_reference_no"": ""SBIN2876975522"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""41.113.135.17""}"
PAY-4324,ORD-90326,UPI,PhonePe,Success,"{""bank_reference_no"": ""AXIS2104570218"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""160.11.157.74""}"
PAY-4325,ORD-90307,UPI,Razorpay,Failed,"{""bank_reference_no"": ""FAIL2225576343"", ""error_code"": ""ERR_TRANSACTION_TIMEOUT"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""124.148.41.21""}"
PAY-4326,ORD-90590,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC1726670039"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""197.0.171.126""}"
PAY-4327,ORD-90137,Credit Card,PhonePe,Success,"{""bank_reference_no"": ""ICIC9706633966"", ""error_code"": null, ""processing_fee_inr"": 12.56, ""merchant_vpa"": null, ""ip_address"": ""161.194.66.32""}"
PAY-4328,ORD-90702,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC6687472117"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""129.166.97.204""}"
PAY-4329,ORD-90017,UPI,Razorpay,Failed,"{""bank_reference_no"": ""FAIL6310688903"", ""error_code"": ""ERR_UPI_PIN_EXCEEDED"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""86.237.113.3""}"
PAY-4330,ORD-90467,Debit Card,BillDesk,Success,"{""bank_reference_no"": ""HDFC2156581143"", ""error_code"": null, ""processing_fee_inr"": 124.92, ""merchant_vpa"": null, ""ip_address"": ""163.206.145.94""}"
PAY-4331,ORD-90014,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""AXIS5419119519"", ""error_code"": null, ""processing_fee_inr"": 1.84, ""merchant_vpa"": null, ""ip_address"": ""129.2.142.171""}"
PAY-4332,ORD-90097,COD,Razorpay,Success,"{""bank_reference_no"": ""SBIN1435979641"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""104.214.160.91""}"
PAY-4333,ORD-90122,Debit Card,PayU,Failed,"{""bank_reference_no"": ""FAIL7041927717"", ""error_code"": ""ERR_INSUFFICIENT_FUNDS"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""90.241.4.143""}"
PAY-4334,ORD-90380,Net Banking,PayU,Success,"{""bank_reference_no"": ""ICIC5231868728"", ""error_code"": null, ""processing_fee_inr"": 165.99, ""merchant_vpa"": null, ""ip_address"": ""9.4.85.110""}"
PAY-4335,ORD-90428,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""YESB2940217134"", ""error_code"": null, ""processing_fee_inr"": 120.05, ""merchant_vpa"": null, ""ip_address"": ""27.149.210.194""}"
PAY-4336,ORD-90052,UPI,PhonePe,Success,"{""bank_reference_no"": ""ICIC1002331874"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""9.190.175.106""}"
PAY-4337,ORD-90712,COD,BillDesk,Success,"{""bank_reference_no"": ""SBIN7862789747"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""23.22.239.128""}"
PAY-4338,ORD-90066,Net Banking,BillDesk,Success,"{""bank_reference_no"": ""SBIN2208222796"", ""error_code"": null, ""processing_fee_inr"": 23.57, ""merchant_vpa"": null, ""ip_address"": ""204.88.207.196""}"
PAY-4339,ORD-90378,Credit Card,Razorpay,Success,"{""bank_reference_no"": ""SBIN5680290732"", ""error_code"": null, ""processing_fee_inr"": 2.55, ""merchant_vpa"": null, ""ip_address"": ""185.166.244.167""}"
PAY-4340,ORD-90070,Net Banking,PhonePe,Success,"{""bank_reference_no"": ""AXIS8739773975"", ""error_code"": null, ""processing_fee_inr"": 1.02, ""merchant_vpa"": null, ""ip_address"": ""16.255.47.160""}"
PAY-4341,ORD-90555,COD,PhonePe,Success,"{""bank_reference_no"": ""AXIS2172582522"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""94.167.163.187""}"
PAY-4342,ORD-90496,Credit Card,PhonePe,Failed,"{""bank_reference_no"": ""FAIL7869858886"", ""error_code"": ""ERR_INSUFFICIENT_FUNDS"", ""processing_fee_inr"": 0.0, ""merchant_vpa"": null, ""ip_address"": ""168.218.64.137""}"
PAY-4343,ORD-90687,COD,PayU,Success,"{""bank_reference_no"": ""HDFC7909686474"", ""error_code"": null, ""processing_fee_inr"": 25.0, ""merchant_vpa"": null, ""ip_address"": ""159.96.144.153""}"
PAY-4344,ORD-90489,UPI,Razorpay,Success,"{""bank_reference_no"": ""ICIC8315616392"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""190.49.169.160""}"
PAY-4345,ORD-90488,Debit Card,Razorpay,Success,"{""bank_reference_no"": ""HDFC3313481256"", ""error_code"": null, ""processing_fee_inr"": 50.26, ""merchant_vpa"": null, ""ip_address"": ""69.43.171.215""}"
PAY-4346,ORD-90553,Debit Card,BillDesk,Success,"{""bank_reference_no"": ""HDFC8785836177"", ""error_code"": null, ""processing_fee_inr"": 16.0, ""merchant_vpa"": null, ""ip_address"": ""41.126.77.47""}"
PAY-4347,ORD-90714,UPI,PayU,Success,"{""bank_reference_no"": ""HDFC5830824012"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""81.153.220.179""}"
PAY-4348,ORD-90172,UPI,PayU,Success,"{""bank_reference_no"": ""AXIS1040215075"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""148.207.214.156""}"
PAY-4349,ORD-90459,Debit Card,PhonePe,Success,"{""bank_reference_no"": ""SBIN1822536398"", ""error_code"": null, ""processing_fee_inr"": 33.48, ""merchant_vpa"": null, ""ip_address"": ""50.223.154.207""}"
PAY-4350,ORD-90187,Credit Card,PayU,Success,"{""bank_reference_no"": ""ICIC9504546868"", ""error_code"": null, ""processing_fee_inr"": 21.95, ""merchant_vpa"": null, ""ip_address"": ""29.196.49.97""}"
PAY-4351,ORD-90400,UPI,BillDesk,Success,"{""bank_reference_no"": ""YESB1898018927"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""71.82.143.96""}"
PAY-4352,ORD-90027,UPI,BillDesk,Success,"{""bank_reference_no"": ""HDFC9031229072"", ""error_code"": null, ""processing_fee_inr"": 0.0, ""merchant_vpa"": ""flipmyntra@icici"", ""ip_address"": ""169.55.11.192""}"
PAY-4353,ORD-90520,Credit Card,BillDesk,Success,"{""bank_reference_no"": ""ICIC3369899340"", ""error_code"": null, ""processing_fee_inr"": 26.57, ""merchant_vpa"": null, ""ip_address"": ""23.79.209.194""}"
